timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1.63608E+12,1164,Post HTTP Request,200,,POST Staff Group 4-16,text,TRUE,,407,419,20,260,https://ice-factory-api.herokuapp.com/staff,1164,0,806
1.63608E+12,382,Get HTTP Request,200,,GET OrderItem Group 11-8,text,TRUE,,11522,143,20,260,https://ice-factory-api.herokuapp.com/orderItem,381,0,0
1.63608E+12,1454,Get HTTP Request,200,,GET CustomerOrder Group 9-13,text,TRUE,,20696,147,20,260,https://ice-factory-api.herokuapp.com/customerOrder,1192,0,823
1.63608E+12,1126,Get HTTP Request,200,,GET Bill Group 12-16,text,TRUE,,8416,138,20,260,https://ice-factory-api.herokuapp.com/bill,1126,0,809
1.63608E+12,354,Get HTTP Request,200,,GET Product Group 7-13,text,TRUE,,651,141,20,260,https://ice-factory-api.herokuapp.com/product,354,0,0
1.63608E+12,1168,Post HTTP Request,200,,POST Customer Group 6-16,text,TRUE,,325,340,20,260,https://ice-factory-api.herokuapp.com/customer,1168,0,809
1.63608E+12,1166,Get HTTP Request,200,,GET Product Group 7-16,text,TRUE,,651,141,20,260,https://ice-factory-api.herokuapp.com/product,1166,0,807
1.63608E+12,265,Get HTTP Request,200,,GET Product Group 7-8,text,TRUE,,651,141,20,260,https://ice-factory-api.herokuapp.com/product,265,0,0
1.63608E+12,408,Get HTTP Request,200,,GET OrderItem Group 11-2,text,TRUE,,11522,143,20,260,https://ice-factory-api.herokuapp.com/orderItem,407,0,0
1.63608E+12,355,Post HTTP Request,200,,POST Owner Group 2-13,text,TRUE,,219,230,20,260,https://ice-factory-api.herokuapp.com/owner,355,0,0
1.63608E+12,1078,Get HTTP Request,200,,GET Product Group 7-17,text,TRUE,,651,141,20,260,https://ice-factory-api.herokuapp.com/product,1078,0,804
1.63608E+12,337,Get HTTP Request,200,,GET Customer Group 5-13,text,TRUE,,1506,142,20,260,https://ice-factory-api.herokuapp.com/customer,337,0,0
1.63608E+12,393,Get HTTP Request,200,,GET Customer Group 5-12,text,TRUE,,1506,142,20,260,https://ice-factory-api.herokuapp.com/customer,393,0,0
1.63608E+12,347,Get HTTP Request,200,,GET Customer Group 5-1,text,TRUE,,1506,142,20,260,https://ice-factory-api.herokuapp.com/customer,347,0,0
1.63608E+12,1162,Post HTTP Request,200,,POST Bill Group 13-16,text,TRUE,,743,753,20,260,https://ice-factory-api.herokuapp.com/bill,1162,0,804
1.63608E+12,273,Post HTTP Request,200,,POST Staff Group 4-10,text,TRUE,,407,419,20,260,https://ice-factory-api.herokuapp.com/staff,273,0,0
1.63608E+12,276,Post HTTP Request,200,,POST Staff Group 4-13,text,TRUE,,407,419,20,260,https://ice-factory-api.herokuapp.com/staff,276,0,0
